Id,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,IsPartner,IsCustomerPortal,ChannelProgramName,ChannelProgramLevelName,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,OrderApi__Account_Email__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Disable_Badge_Flow_down__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Outstanding_Credits__c,OrderApi__Price_Rules_Usages__c,OrderApi__Primary_Contact__c,CPBase__Restrict_Assignment_Visibility__c,DonorApi__Accepts_Unsolicited_Proposals__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Annual_Giving_Total__c,DonorApi__Auto_Calculate_Household_Greetings__c,DonorApi__Classification__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Funding_Cycle__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gifts_Value__c,DonorApi__Gives_Anonymously__c,DonorApi__Has_Open_Gift_Opportunity__c,DonorApi__Household_Default_Greeting_Type__c,DonorApi__Household_Default_Greeting__c,DonorApi__Household_Email__c,DonorApi__Household_Formal_Greeting__c,DonorApi__Household_Informal_Greeting__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Matches_Employee_Giving__c,DonorApi__Next_Funding_Cycle_Month__c,DonorApi__Num_Open_Gift_Opportunities__c,DonorApi__Organizational_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,OrderApi__Restrict_Assignment_Visibility__c,OrderApi__Privacy_Settings__c,BillingStateCode,BillingCountryCode,ShippingStateCode,ShippingCountryCode,GDO_Data_Type__c,DirectoryApi__Directory_Opt_Out__c,Facebook_Account_Name__c,Membership_Types__c,GDO_Directory_Image__c,GDO_Data_Region__c,Member_Since__c,Membership_Type__c,Budget_Cycle__c,MasterRecord.Id,Parent.Id,OrderApi__Primary_Contact__r.Id,DonorApi__Primary_Relationship_Manager__r.Id
0014W000025FRlpQAG,,min haj Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlpQAG,,,,,,,,,,false,false,,,,,,,minmin@mailinator.com,,false,,,,0034W00002DpoenQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpoenQAB,
0014W000025FRkkQAG,,pragnan bogg Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkkQAG,,,,,,,,,,false,true,,,,,,,pbogg@mailinator.com,,false,,,"{""a1C4W00000845KqUAI"":4}",0034W00002DpodFQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodFQAR,
0014W000025FRmTQAW,,Joe Brewer Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRmTQAW,,,,,,,,,,false,false,,,,,,,jbrewer@mailinator.com,,false,,,,0034W00002DpodGQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodGQAR,
0014W000025FRklQAG,,FON-Brewtiful Coffee and Tea,Member,,1410 Key Highway,Baltimore,Maryland,21230,United States,39.27336,-76.602239,Block,1410 Key Highway,Baltimore,Maryland,21230,United States,,,,(555) 263-3832,,,brewteaful.com,/services/images/photo/0014W000025FRklQAG,,,7500000,27,Private,,BrewTeaful Coffee and Teas is the premier warm beverage company in Northern Virginia. Serving our famous blends of coffee and tea in our flagship store as well as shipping worldwide.,,,false,true,,,,,,,brewteaful@mailinator.com,95,false,95,5253,"{""a1C4W00000845KtUAI"":4,""a1C6A000001Bn7MUAS"":1,""a1C6A000001Bn7NUAS"":1,""a1C6A000001Bn7DUAS"":2,""a1C6A000001xEPeUAM"":3,""a1C6A000001Bn7KUAS"":2,""a1C6A000001Bn7OUAS"":1,""a1C6A000001Bn4wUAC"":1,""a1C4W00000845KsUAI"":8,""a1C4W00000845KRUAY"":8,""a1C4W00000845KuUAI"":8,""a1C4W00000845KvUAI"":4,""a1C4W00000845KwUAI"":4}",0034W00002DpodGQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,MD,US,MD,US,,false,,,https://tso-data--framework.na122.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/ORYysTxA_tea_jpg&bucket=fonteva-customer-media-secure,,,,,,,0034W00002DpodGQAR,
0014W000025FRkmQAG,,Janice JustTesting123 Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkmQAG,,,,,,,,,,false,true,,,,,,,justtesting123@mailinator.com,,false,,,,0034W00002DpodKQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodKQAR,
0014W000025FRknQAG,,Mufasa Perez Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRknQAG,,,,,,,,,,false,true,,,,,,,claper87@gmail.com,,false,,,"{""a1C6A000001Bn7cUAC"":1,""a1C4W00000845KNUAY"":4}",0034W00002DpodMQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodMQAR,
0014W000025FRkoQAG,,Sharon McGill Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkoQAG,,,,,,,,,,false,true,,,,,,,samcgill65@yahoo.com,,false,,,,0034W00002DpodNQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodNQAR,
0014W000025FRkqQAG,,hander mcbewkson Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkqQAG,,,,,,,,,,false,true,,,,,,,ia@smokingleads.net,,false,,,,0034W00002DpodPQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodPQAR,
0014W000025FRkpQAG,,hander mcbewkson Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkpQAG,,,,,,,,,,false,true,,,,,,,international@smokingleads.net,,false,,,,0034W00002DpodOQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodOQAR,
0014W000025FRkrQAG,,Alfreda Jones Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRkrQAG,,,,,,,,,,false,true,,,,,,,fredaj3@yahoo.com,,false,,,,0034W00002DpodQQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodQQAR,
0014W000025FRlqQAG,,Hima Testing 2019R1 Shah Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlqQAG,,,,,,,,,,false,false,,,,,,,hshah+testing2019@fusionspan.com,,false,,,,0034W00002DpoerQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpoerQAB,
0014W000025FRlrQAG,,Hima Testing 2019R1 Shah Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlrQAG,,,,,,,,,,false,false,,,,,,,hshah+testing20191@fusionspan.com,,false,,,,0034W00002DpoesQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpoesQAB,
0014W000025FRlsQAG,,Bridget Miller  Bursey Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRlsQAG,,,,,,,,,,false,false,,,,,,,brmbursey72@att.net,,false,,,,0034W00002DpoetQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpoetQAB,
0014W000025FRltQAG,,First Last Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRltQAG,,,,,,,,,,false,false,,,,,,,email@amil.com,,false,,,,0034W00002DpoeuQAB,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpoeuQAB,
0014W000025FRksQAG,,Irene Gaines Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRksQAG,,,,,,,,,,false,true,,,,,,,trigaines@yahoo.com,,false,,,,0034W00002DpodRQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodRQAR,
0014W000025FRktQAG,,test84 test Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000025FRktQAG,,,,,,,,,,false,true,,,,,,,test84@mailinator.com,,false,,,,0034W00002DpodSQAR,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002DpodSQAR,
