Id,Name,External_Id__c,OrderApi__EPayment__c,OrderApi__Activation_Date__c,OrderApi__Activity_Type__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice__c,OrderApi__Is_Renewal__c,OrderApi__Is_Tax__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__List_Price__c,OrderApi__Payment_Method__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Status__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Subtotal__c,OrderApi__Tax_Override__c,OrderApi__Tax_Percent__c,OrderApi__Total__c,OrderApi__EPayment_Line__c,OrderApi__Contact__c,OrderApi__Invoice_Line__c,OrderApi__Foreign_Key__c,OrderApi__Parent_Foreign_Key__c,OrderApi__Sales_Order_Line__c,OrderApi__Sales_Order__c,OrderApi__EPayment__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a0y4W00000VRkxfQAD,0000000448,140,a0z4W00000iXrECQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RIQAY,25,VISA  (Expires 1/2022),false,a1C4W00000845KWUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRkxeQAD,0034W00002DpodrQAB,,bMwRBoYStXDkCKCdXMeWDqAJvMaFgf,9192DM1F2z6MI6EXFuzP4LmMYYFPJf,a1I4W00000HFZoJUAX,,111,FON-International Association,a104W00000G3d1HQAR,,6,579,671,,,139,152,,1459,
a0y4W00000VRkxgQAD,0000000449,141,a0z4W00000iXrECQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KXUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkxeQAD,0034W00002DpodrQAB,,uyCreawUpO7190ZxSrgKIFFhHbHU3c,9192DM1F2z6MI6EXFuzP4LmMYYFPJf,a1I4W00000HFZoKUAX,,111,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,139,152,,1460,
a0y4W00000VRkxhQAD,0000000450,142,a0z4W00000iXrECQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,25,VISA  (Expires 1/2022),false,a1C4W00000845KYUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRkxeQAD,0034W00002DpodrQAB,,rnYvp0JQNpoYi5COFeVBcYJgTyzMBx,9192DM1F2z6MI6EXFuzP4LmMYYFPJf,a1I4W00000HFZoLUAX,,111,FON-International Association,a104W00000G3d1HQAR,,6,583,675,,,139,152,,1461,
a0y4W00000VRkxiQAD,0000000451,143,a0z4W00000iXrECQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KZUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRkxeQAD,0034W00002DpodrQAB,,8z1SZRzFKc00SZD3V3ukztoqZpFXxv,9192DM1F2z6MI6EXFuzP4LmMYYFPJf,a1I4W00000HFZoMUAX,,111,FON-International Association,a104W00000G3d1HQAR,,6,585,677,,,139,152,,1590,
a0y4W00000VRkxjQAD,0000000452,144,a0z4W00000iXrECQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RKQAY,0,VISA  (Expires 1/2022),false,a1C4W00000845KaUAI,1,0,Success,,,0,false,0,0,a0y4W00000VRkxeQAD,0034W00002DpodrQAB,,6ytsdqw56eE3yM7HhlGdUVbhvAL9Dy,9192DM1F2z6MI6EXFuzP4LmMYYFPJf,a1I4W00000HFZoNUAX,,111,FON-International Association,a104W00000G3d1HQAR,,6,586,697,,,139,152,,1591,
a0y4W00000VRkxkQAD,0000000453,145,a0z4W00000iXrEFQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1iQAB,,false,false,a134W000009DZGEQA4,a154W00000926R4QAI,40,VISA  (Expires 1/2024),false,a1C4W00000845KsUAI,1,40,Success,,,40,false,0,40,,0034W00002DpodGQAR,,4ZxqfWVvF8lKqEveyFXyPgrPOvsANc,,a1I4W00000HFZoQUAX,,112,FON-International Association,a104W00000G3d1iQAB,,152,563,423,,,,127,,1594,
a0y4W00000VRkxlQAD,0000000454,146,a0z4W00000iXrEFQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1iQAB,,false,false,a134W000009DZGEQA4,a154W00000926RbQAI,3,VISA  (Expires 1/2024),false,a1C4W00000845KtUAI,1,3,Success,,,3,false,0,3,,0034W00002DpodGQAR,,ygBP1mjL6cujaXHbvjpmBsEHGoPqU5,,a1I4W00000HFZoRUAX,,112,FON-International Association,a104W00000G3d1iQAB,,152,567,427,,,,127,,1595,
a0y4W00000VRkxmQAD,0000000455,147,a0z4W00000iXrEFQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,true,a134W000009DZGWQA4,a154W00000926RdQAI,13.5,VISA  (Expires 1/2024),true,,1,2.4,Success,,,2.4,false,0,2.4,a0y4W00000VRkxkQAD,0034W00002DpodGQAR,,xTlnNuUpzlLbVM0oul3Owfx1We8T5s,4ZxqfWVvF8lKqEveyFXyPgrPOvsANc,a1I4W00000HFZoTUAX,,112,FON-International Association,a104W00000G3d1hQAB,,150,521,,,,145,127,,1597,
a0y4W00000VRkxnQAD,0000000456,148,a0z4W00000iXrEFQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,true,a134W000009DZGWQA4,a154W00000926RdQAI,13.5,VISA  (Expires 1/2024),true,,1,0.18,Success,,,0.18,false,0,0.18,a0y4W00000VRkxlQAD,0034W00002DpodGQAR,,GGeukQ6fS3UoCHA7dCbqX4NheOGW6z,ygBP1mjL6cujaXHbvjpmBsEHGoPqU5,a1I4W00000HFZoUUAX,,112,FON-International Association,a104W00000G3d1hQAB,,150,521,,,,146,127,,1598,
a0y4W00000VRkxoQAD,0000000457,149,a0z4W00000iXrEFQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1jQAB,,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,5,VISA  (Expires 1/2024),false,a1C4W00000845KRUAY,1,5,Success,,,5,false,0,5,,0034W00002DpodGQAR,,yNvTujs17Bp4zo0Jsa4Fj6r5rZ4pZv,,a1I4W00000HFZoWUAX,,112,FON-International Association,a104W00000G3d1jQAB,,151,89,568,,,,127,,1601,
a0y4W00000VRkxpQAD,0000000458,150,a0z4W00000iXrEEQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1iQAB,,false,false,a134W000009DZGEQA4,a154W00000926R4QAI,40,VISA  (Expires 1/2024),false,a1C4W00000845KsUAI,400,40,Success,,,16000,false,0,16000,,0034W00002DpodGQAR,,YxGnbu75KmFhPfRBAJLioeeLwTp6TV,,a1I4W00000HFZoYUAX,,113,FON-International Association,a104W00000G3d1iQAB,,152,563,423,,,,127,,1733,
a0y4W00000VRkxqQAD,0000000459,151,a0z4W00000iXrEEQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,true,a134W000009DZGWQA4,a154W00000926RdQAI,13.5,VISA  (Expires 1/2024),true,,1,960,Success,,,960,false,0,960,a0y4W00000VRkxpQAD,0034W00002DpodGQAR,,Vxfzzo8LgoJRxUP9WTaHJOsfsXHw11,YxGnbu75KmFhPfRBAJLioeeLwTp6TV,a1I4W00000HFZoXUAX,,113,FON-International Association,a104W00000G3d1hQAB,,150,521,,,,150,127,,1602,
a0y4W00000VRkxrQAD,0000000460,152,a0z4W00000iXrEEQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGFQA4,a154W00000926RFQAY,2,VISA  (Expires 1/2024),false,a1C4W00000845KuUAI,1,2,Success,,,2,false,0,2,,0034W00002DpodGQAR,,zVX5mhja5pKY96ipJx7HhhlxszCj3u,,a1I4W00000HFZoZUAX,,113,FON-International Association,a104W00000G3d1HQAR,,151,520,417,,,,127,,1734,
a0y4W00000VRkxsQAD,0000000461,153,a0z4W00000iXrEEQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGFQA4,a154W00000926RFQAY,2,VISA  (Expires 1/2024),false,a1C4W00000845KuUAI,1,2,Success,,,2,false,0,2,,0034W00002DpodGQAR,,FvI9zCyw16nCsjS5BA6ZTLUNc2oVT9,,a1I4W00000HFZoSUAX,,113,FON-International Association,a104W00000G3d1HQAR,,151,520,417,,,,127,,1596,
a0y4W00000VRkxtQAD,0000000462,154,a0z4W00000iXrEDQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1iQAB,,false,false,a134W000009DZGEQA4,a154W00000926RXQAY,5,VISA  (Expires 1/2024),false,a1C4W00000845KvUAI,20,5,Success,,,100,false,0,100,,0034W00002DpodGQAR,,MqiuUd5vQcAjXBrtoYnKyhsIGW9GXB,,a1I4W00000HFZodUAH,,114,FON-International Association,a104W00000G3d1iQAB,,152,566,426,,,,127,,1738,
a0y4W00000VRkxuQAD,0000000463,155,a0z4W00000iXrEDQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,true,a134W000009DZGWQA4,a154W00000926RdQAI,13.5,VISA  (Expires 1/2024),true,,1,6,Success,,,6,false,0,6,a0y4W00000VRkxtQAD,0034W00002DpodGQAR,,mwHxVP2UYB6YGiUhblSpJIQjNZPwYR,MqiuUd5vQcAjXBrtoYnKyhsIGW9GXB,a1I4W00000HFZocUAH,,114,FON-International Association,a104W00000G3d1hQAB,,150,521,,,,154,127,,1737,
a0y4W00000VRkxvQAD,0000000464,156,a0z4W00000iXrEDQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1jQAB,,false,false,a134W000009DZGFQA4,a154W00000926QnQAI,5,VISA  (Expires 1/2024),false,a1C4W00000845KRUAY,1,5,Success,,,5,false,0,5,,0034W00002DpodGQAR,,YxzFmoC2x5uanbgFsxenX4ungVX99D,,a1I4W00000HFZoVUAX,,114,FON-International Association,a104W00000G3d1jQAB,,151,89,568,,,,127,,1599,
a0y4W00000VRkxwQAD,0000000466,157,a0z4W00000iXrEHQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1iQAB,,false,false,a134W000009DZGEQA4,a154W00000926RaQAI,1,VISA  (Expires 1/2024),false,a1C4W00000845KwUAI,1,1,Success,,,1,false,0,1,,0034W00002DpodGQAR,,vwz6vNZk5vggAXHvKhMFKzmTQjPbhE,,a1I4W00000HFZoaUAH,,116,FON-International Association,a104W00000G3d1iQAB,,152,565,425,,,,127,,1735,
a0y4W00000VRkxxQAD,0000000467,158,a0z4W00000iXrEIQA0,2020-05-23,Purchase,true,a0o4W00000M5SknQAF,2020-12-31,a104W00000G3d1eQAB,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,5000,VISA  (Expires 1/2029),true,a1C4W00000845KxUAI,1,3333.33,Success,a1R4W000004PyfNUAS,,3333.33,false,0,3333.33,,0034W00002DpodIQAR,,6nOdRKW141Cl36tQCjHEfSTtink3yf,,a1I4W00000HFZolUAH,,117,FON-International Association,a104W00000G3d1eQAB,,159,186,696,a1R4W000004PyfNUAS,,,55,,1746,
a0y4W00000VRkxyQAD,0000000468,159,a0z4W00000iXrEJQA0,2020-05-23,Purchase,true,a0o4W00000M5SknQAF,2020-12-31,a104W00000G3d1eQAB,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,5000,VISA  (Expires 1/2029),true,a1C4W00000845KxUAI,1,3333.33,Success,a1R4W000004PyfNUAS,,3333.33,false,0,3333.33,,0034W00002DpodIQAR,,gJzTRGIcUxe8Xs51RSgEqiB9etiWu8,,a1I4W00000HFZomUAH,,118,FON-International Association,a104W00000G3d1eQAB,,159,186,696,a1R4W000004PyfNUAS,,,55,,1874,
a0y4W00000VRkxzQAD,0000000469,160,a0z4W00000iXrEKQA0,2020-05-30,Purchase,true,a0o4W00000M5SknQAF,2021-05-29,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R6QAI,300,VISA  (Expires 1/2023),false,a1C4W00000845KNUAY,1,300,Success,a1R4W000004PyfOUAS,,300,false,0,300,,0034W00002DpodMQAR,,vdtU0fiz7etSMHOA1B66knxJjy4KTY,,a1I4W00000HFZotUAH,,119,FON-International Association,a104W00000G3d1fQAB,,155,651,476,a1R4W000004PyfOUAS,,,58,,1881,
a0y4W00000VRky0QAD,0000000499,161,a0z4W00000iXrEQQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGMQA4,a154W00000926R2QAI,10000,VISA  (Expires 1/2023),true,a1C4W00000845KqUAI,1,10000,Success,,,10000,false,0,10000,,0034W00002DpodFQAR,,yAjKPRfijrJRPwGCz0XNBhlyKq4C9x,,a1I4W00000HFZpPUAX,a1J4W00000CgFu8UAF,129,FON-International Association,a104W00000G3d1hQAB,,129,685,227,,,,126,,136,702
a0y4W00000VRky1QAD,0000000500,162,a0z4W00000iXrEVQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGRQA4,a154W00000926RHQAY,100,VISA  (Expires 9/2020),true,a1C4W00000845KVUAY,1,100,Success,,,100,false,0,100,,0034W00002DpodsQAB,,fuEgTtrFVeqP4gmxu9aagjNNhC7IRW,,a1I4W00000HFZpQUAX,a1J4W00000CgFuRUAV,130,FON-International Association,a104W00000G3d1HQAR,,5,538,666,,,,156,,137,706
a0y4W00000VRky2QAD,0000000501,163,a0z4W00000iXrEVQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RIQAY,25,VISA  (Expires 9/2020),true,a1C4W00000845KWUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRky1QAD,0034W00002DpodsQAB,,gjUKqoSIpcNv2jdK9QdEO5DvU31y5b,fuEgTtrFVeqP4gmxu9aagjNNhC7IRW,a1I4W00000HFZpRUAX,a1J4W00000CgFuRUAV,130,FON-International Association,a104W00000G3d1HQAR,,6,579,671,,,162,156,,138,706
a0y4W00000VRky3QAD,0000000502,164,a0z4W00000iXrEVQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RLQAY,0,VISA  (Expires 9/2020),true,a1C4W00000845KXUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRky1QAD,0034W00002DpodsQAB,,mguC4imyFpwUoyNB8WuBItcp8CZi6L,fuEgTtrFVeqP4gmxu9aagjNNhC7IRW,a1I4W00000HFZpSUAX,a1J4W00000CgFuRUAV,130,FON-International Association,a104W00000G3d1HQAR,,6,582,674,,,162,156,,139,706
a0y4W00000VRky4QAD,0000000503,165,a0z4W00000iXrEVQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RMQAY,25,VISA  (Expires 9/2020),true,a1C4W00000845KYUAY,1,25,Success,,,25,false,0,25,a0y4W00000VRky1QAD,0034W00002DpodsQAB,,j9Y1VsYXd2o3U8yB8EOrMB0eTReQEB,fuEgTtrFVeqP4gmxu9aagjNNhC7IRW,a1I4W00000HFZpTUAX,a1J4W00000CgFuRUAV,130,FON-International Association,a104W00000G3d1HQAR,,6,583,675,,,162,156,,140,706
a0y4W00000VRky5QAD,0000000504,166,a0z4W00000iXrEVQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RJQAY,0,VISA  (Expires 9/2020),true,a1C4W00000845KZUAY,1,0,Success,,,0,false,0,0,a0y4W00000VRky1QAD,0034W00002DpodsQAB,,vopMLNRJXJt3PJSuzUHaPDidGR47jD,fuEgTtrFVeqP4gmxu9aagjNNhC7IRW,a1I4W00000HFZpUUAX,a1J4W00000CgFuRUAV,130,FON-International Association,a104W00000G3d1HQAR,,6,585,677,,,162,156,,141,706
a0y4W00000VRky6QAD,0000000505,167,a0z4W00000iXrEVQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGSQA4,a154W00000926RKQAY,0,VISA  (Expires 9/2020),true,a1C4W00000845KaUAI,1,0,Success,,,0,false,0,0,a0y4W00000VRky1QAD,0034W00002DpodsQAB,,0vK8D5SSitm0XWiqdA9TQ1qu9VDr29,fuEgTtrFVeqP4gmxu9aagjNNhC7IRW,a1I4W00000HFZpVUAX,a1J4W00000CgFuRUAV,130,FON-International Association,a104W00000G3d1HQAR,,6,586,697,,,162,156,,142,706
a0y4W00000VRky7QAD,0000000506,168,a0z4W00000iXrEWQA0,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGEQA4,a154W00000926RhQAI,20,VISA  (Expires 1/2022),true,,1,10,Success,,,10,false,0,10,,0034W00002DpodbQAB,,Hdv0FzUleVyKN5hlyWVu5D3ZD9jRAz,,a1I4W00000HFZpWUAX,a1J4W00000CgFuWUAV,131,FON-International Association,a104W00000G3d1HQAR,,152,438,,,,,272,,143,800
a0y4W00000VRky8QAD,0000000280,169,a0z4W00000iXrD1QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGGQA4,a154W00000926QoQAI,200,VISA  (Expires 1/2022),false,a1C4W00000845KyUAI,1,200,Success,,,200,false,0,200,,0034W00002DpocTQAR,,edFvpSl6nazSZZmS0wDUvZxZ99y82L,,a1I4W00000HFZjXUAX,,93,FON-International Association,a104W00000G3d1HQAR,,165,134,682,,,,150,,595,
a0y4W00000VRky9QAD,0000000281,170,a0z4W00000iXrD1QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGHQA4,a154W00000926QrQAI,25,VISA  (Expires 1/2022),false,a1C4W00000845KzUAI,1,25,Success,,,25,false,0,25,a0y4W00000VRky8QAD,0034W00002DpocTQAR,,RhrkNkVzalkVXdoHudPBi76t66QL9o,edFvpSl6nazSZZmS0wDUvZxZ99y82L,a1I4W00000HFZjYUAX,,93,FON-International Association,a104W00000G3d1HQAR,,166,142,690,,,169,150,,596,
a0y4W00000VRkyAQAT,0000000282,171,a0z4W00000iXrD1QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGHQA4,a154W00000926QqQAI,0,VISA  (Expires 1/2022),false,a1C4W00000845L0UAI,1,0,Success,,,0,false,0,0,a0y4W00000VRky8QAD,0034W00002DpocTQAR,,OCcnZpsxIVwcyu88UueKoVI9UwSuBy,edFvpSl6nazSZZmS0wDUvZxZ99y82L,a1I4W00000HFZjZUAX,,93,FON-International Association,a104W00000G3d1HQAR,,166,137,685,,,169,150,,597,
a0y4W00000VRkyBQAT,0000000283,172,a0z4W00000iXrD1QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGHQA4,a154W00000926QpQAI,25,VISA  (Expires 1/2022),false,a1C4W00000845L1UAI,1,25,Success,,,25,false,0,25,a0y4W00000VRky8QAD,0034W00002DpocTQAR,,CvvFwbahyh7WAof4hVdg2AzRYYT2Sp,edFvpSl6nazSZZmS0wDUvZxZ99y82L,a1I4W00000HFZjaUAH,,93,FON-International Association,a104W00000G3d1HQAR,,166,140,688,,,169,150,,598,
a0y4W00000VRkyCQAT,0000000284,173,a0z4W00000iXrD1QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGHQA4,a154W00000926QtQAI,0,VISA  (Expires 1/2022),false,a1C4W00000845L2UAI,1,0,Success,,,0,false,0,0,a0y4W00000VRky8QAD,0034W00002DpocTQAR,,HckAHpbNzKhcEHmxL6SvuBQxTE4oTz,edFvpSl6nazSZZmS0wDUvZxZ99y82L,a1I4W00000HFZjbUAH,,93,FON-International Association,a104W00000G3d1HQAR,,166,139,687,,,169,150,,599,
a0y4W00000VRkyDQAT,0000000285,174,a0z4W00000iXrD1QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1HQAR,,false,false,a134W000009DZGHQA4,a154W00000926QsQAI,0,VISA  (Expires 1/2022),false,a1C4W00000845L3UAI,1,0,Success,,,0,false,0,0,a0y4W00000VRky8QAD,0034W00002DpocTQAR,,y0u1PteLAISmSeaIzhkAQRFnm55lc7,edFvpSl6nazSZZmS0wDUvZxZ99y82L,a1I4W00000HFZjcUAH,,93,FON-International Association,a104W00000G3d1HQAR,,166,182,692,,,169,150,,600,
a0y4W00000VRkyEQAT,0000000288,175,a0z4W00000iXrD2QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGKQA4,a154W00000926QxQAI,100,VISA  (Expires 4/2021),false,a1C4W00000845KdUAI,1,100,Success,,,100,false,0,100,,0034W00002DpocWQAR,,En7ShbrWtFIpatKSUm2I19BKDb31Le,,a1I4W00000HFZjfUAH,,94,FON-International Association,a104W00000G3d1hQAB,,176,,620,,,,1,,603,
a0y4W00000VRkyFQAT,0000000289,176,a0z4W00000iXrD2QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGKQA4,a154W00000926QxQAI,100,VISA  (Expires 4/2021),false,a1C4W00000845KdUAI,1,100,Success,,,100,false,0,100,,0034W00002DpocWQAR,,UQO9BxaBG5ZeKbZ9gZyILEh12N5ckh,,a1I4W00000HFZjgUAH,,94,FON-International Association,a104W00000G3d1hQAB,,176,,620,,,,1,,604,
a0y4W00000VRkyGQAT,0000000290,177,a0z4W00000iXrD3QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGLQA4,a154W00000926QyQAI,100,VISA  (Expires 1/2025),false,a1C4W00000845L4UAI,1,100,Success,,,100,false,0,100,,0034W00002DpocWQAR,,WeJOEwOy1hqW6Pi1SdAxz8DTbxbfD3,,a1I4W00000HFZjhUAH,,95,FON-International Association,a104W00000G3d1hQAB,,178,,628,,,,1,,605,
a0y4W00000VRkyHQAT,0000000291,178,a0z4W00000iXrD3QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGLQA4,a154W00000926QyQAI,100,VISA  (Expires 1/2025),false,a1C4W00000845L4UAI,1,100,Success,,,100,false,0,100,,0034W00002DpocWQAR,,WMP4EMEc7O8wb2sEBCySUnD1XLtofp,,a1I4W00000HFZjiUAH,,95,FON-International Association,a104W00000G3d1hQAB,,178,,628,,,,1,,606,
a0y4W00000VRkyIQAT,0000000292,179,a0z4W00000iXrD3QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGLQA4,a154W00000926QyQAI,100,VISA  (Expires 1/2025),false,a1C4W00000845L4UAI,1,100,Success,,,100,false,0,100,,0034W00002DpocWQAR,,ySScDmIUoI8xKHoHbIin8yJ8fW9Syf,,a1I4W00000HFZjjUAH,,95,FON-International Association,a104W00000G3d1hQAB,,178,,628,,,,1,,731,
a0y4W00000VRkyJQAT,0000000293,180,a0z4W00000iXrD3QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGLQA4,a154W00000926QyQAI,100,VISA  (Expires 1/2025),false,a1C4W00000845L4UAI,1,100,Success,,,100,false,0,100,,0034W00002DpocWQAR,,gHr2153whbHASLAxMDTkZkGYqoFpz3,,a1I4W00000HFZjkUAH,,95,FON-International Association,a104W00000G3d1hQAB,,178,,628,,,,1,,732,
a0y4W00000VRkyKQAT,0000000294,181,a0z4W00000iXrD4QAK,2019-08-13,Purchase,true,a0o4W00000M5SknQAF,2019-12-31,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,900,VISA  (Expires 1/2022),true,a1C4W00000845KlUAI,1,75,Success,a1R4W000004PyfNUAS,,75,false,0,75,,0034W00002Dpof0QAB,,UO4ONCmuj3eWNUiGaZzAB3mR18zoPE,,a1I4W00000HFZjmUAH,,96,FON-International Association,a104W00000G3d1fQAB,,155,96,613,a1R4W000004PyfNUAS,,,75,,734,
a0y4W00000VRkyLQAT,0000000295,182,a0z4W00000iXrD4QAK,2019-08-13,Purchase,true,a0o4W00000M5SknQAF,2019-12-31,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,90,VISA  (Expires 1/2022),true,a1C4W00000845KOUAY,1,7.5,Success,a1R4W000004PyfNUAS,,7.5,false,0,7.5,a0y4W00000VRkyKQAT,0034W00002Dpof0QAB,,7H2R6wKPZXrUyHA0rARDZyJvM2ZlEm,UO4ONCmuj3eWNUiGaZzAB3mR18zoPE,a1I4W00000HFZjnUAH,,96,FON-International Association,a104W00000G3d1fQAB,,155,701,547,a1R4W000004PyfNUAS,,181,75,,735,
a0y4W00000VRkyMQAT,0000000296,183,a0z4W00000iXrD4QAK,2019-08-13,Purchase,true,a0o4W00000M5SknQAF,2019-12-31,a104W00000G3d1fQAB,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,60,VISA  (Expires 1/2022),true,a1C4W00000845KmUAI,1,5,Success,a1R4W000004PyfNUAS,,5,false,0,5,a0y4W00000VRkyKQAT,0034W00002Dpof0QAB,,i1kU7RSp1Ig5LtHgyidNL9Yo16IWEC,UO4ONCmuj3eWNUiGaZzAB3mR18zoPE,a1I4W00000HFZjoUAH,,96,FON-International Association,a104W00000G3d1fQAB,,155,700,545,a1R4W000004PyfNUAS,,181,75,,736,
a0y4W00000VRkyNQAT,0000000297,184,a0z4W00000iXrD5QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGKQA4,a154W00000926QxQAI,100,VISA  (Expires 3/2023),false,a1C4W00000845KdUAI,1,100,Success,,,100,false,0,100,,,,GG66AbvoaN0X2NLI0APLT7rfbRVBNJ,,a1I4W00000HFZjsUAH,,97,FON-International Association,a104W00000G3d1hQAB,,176,,620,,,,,,740,
a0y4W00000VRkyOQAT,0000000298,185,a0z4W00000iXrD5QAK,,Purchase,true,a0o4W00000M5SknQAF,,a104W00000G3d1hQAB,,false,false,a134W000009DZGKQA4,a154W00000926QxQAI,100,VISA  (Expires 3/2023),false,a1C4W00000845KdUAI,1,100,Success,,,100,false,0,100,,,,5AmO7rU4GW40HMSggUpiFUkNx8P9p8,,a1I4W00000HFZjtUAH,,97,FON-International Association,a104W00000G3d1hQAB,,176,,620,,,,,,741,
