Name,OrderApi__Adjustment_Account__c,OrderApi__Assign_to_Item__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Business_Group__c,OrderApi__Cost__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Price_Rules__c,OrderApi__Disable_Scheduling__c,OrderApi__Discount_Account__c,OrderApi__Display_Name__c,OrderApi__Download_File_Location__c,OrderApi__Download_File_Name__c,OrderApi__Download_File_Type__c,OrderApi__EAN__c,OrderApi__Enable_Access_Permissions__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Shipping__c,OrderApi__Features_List__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Form__c,OrderApi__ISBN__c,OrderApi__Image_Path__c,OrderApi__Income_Account__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Default_Shipping_Rate__c,OrderApi__Is_Default_Tax_Rate__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Item_Class__c,OrderApi__Item_Weight_UOM__c,OrderApi__Item_Weight__c,OrderApi__Line_Description__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Maximum_Number_of_Downloads__c,OrderApi__Maximum_Value__c,OrderApi__Maximum_Weight__c,OrderApi__Minimum_Value__c,OrderApi__Minimum_Weight__c,OrderApi__Not_For_Individual_Sale__c,OrderApi__Price__c,OrderApi__Refund_Account__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Restrict_Number_of_Assignments__c,OrderApi__Restrict_Number_of_Downloads__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__SKU__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Region__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Tax_Class__c,OrderApi__Tax_Locale__c,OrderApi__Tax_Percent__c,OrderApi__UPC__c,EventApi__Event__c,EventApi__Schedule_Item__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ProgramApi__Is_Program_Fee__c,ProgramApi__Is_Program_Maintenance_Fee__c,ProgramApi__Program__c,OrderApi__Require_PreAuthorized_Payment__c,OrderApi__AR_Account__c,OrderApi__Invoice_Payment_Priority__c,OrderApi__Add_to_Cart_Button_Label_Override__c,OrderApi__Add_to_Cart_Button_Override__c,OrderApi__Assignment_Instructions__c,OrderApi__Enable_Cancellation_Request__c,OrderApi__Enable_MidTerm_Changes__c,OrderApi__Inventory_Message__c,OrderApi__Inventory__c,OrderApi__Parent_Item__c,OrderApi__Renewal_Form__c,OrderApi__eStore_Description__c,OrderApi__eStore_Short_Description__c,Errors,Id
FON-Marketing Keynote with Lunch,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.",false,false,a14R0000004sdQvIAI,Marketing Keynote with Lunch (2015 Annual Conference),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaGEIA0,,,Marketing Keynote with Lunch,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.",,,a1BR0000005Wn0hMAC
FON-Meet with Mac Anderson,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,Get a chance to meet with the CTO and Founder of Fonteva!,false,false,a14R0000004sdQvIAI,Meet with Mac Anderson (FON-Meet the Organization 1-1 Meetings (Lightning Event)),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaG7IAK,,,Meet with Mac Anderson,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1zZIAS,a1rR0000000zo0FIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Get a chance to meet with the CTO and Founder of Fonteva!,,,a1BR0000005Wn0iMAC
FON-Meet with Paul Lundy,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,Get a chance to meet with the Vice President of Fonteva!,false,false,a14R0000004sdQvIAI,Meet with Paul Lundy (FON-Meet the Organization 1-1 Meetings (Lightning Event)),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaG7IAK,,,Meet with Paul Lundy,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1zZIAS,a1rR0000000zo0IIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Get a chance to meet with the Vice President of Fonteva!,,,a1BR0000005Wn0jMAC
FON-Meet with Paul Lundy,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,Get a chance to meet with the Vice President of Fonteva!,false,false,a14R0000004sdQvIAI,Meet with Paul Lundy (FON-Meet the Organization 1-1 Meetings (Lightning Event)),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaG7IAK,,,Meet with Paul Lundy,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1zZIAS,a1rR0000000zo0IIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Get a chance to meet with the Vice President of Fonteva!,,,a1BR0000005Wn0kMAC
FON-Meet with Paul Lundy,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,Get a chance to meet with the Vice President of Fonteva!,false,false,a14R0000004sdQvIAI,Meet with Paul Lundy (FON-Meet the Organization 1-1 Meetings (Lightning Event)),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaG7IAK,,,Meet with Paul Lundy,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1zZIAS,a1rR0000000zo0IIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Get a chance to meet with the Vice President of Fonteva!,,,a1BR0000005Wn0lMAC
FON-Registration,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,Registration,false,false,a14R0000004sdQvIAI,Registration (FON-Webinar - Our Mission - Free Event (Lightning Event)),,,,,false,true,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaG8IAK,,,Registration,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1zaIAC,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Registration,,,a1BR0000005Wn0mMAC
FON-Default Shipping Rate,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,2,false,,,Default Shipping Rate,false,false,a14R0000004sdQvIAI,Shipping,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,true,false,false,false,false,false,false,true,false,false,false,false,a19R0000003TaGYIA0,,,Default Shipping Rate,,,,,,,true,2,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,0,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Default Shipping Rate,,,a1BR0000005Wn0nMAC
FON-VA State Tax,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,VA State Tax,false,false,a14R0000004sdQvIAI,VA State Tax,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,false,false,false,false,false,false,false,true,false,a19R0000003TaGXIA0,,,VA State Tax,,,,,,,true,13.5,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,a1cR0000004V0eFIAS,6,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,VA State Tax,,,a1BR0000005Wn0oMAC
FON-DC Tax,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,DC Tax,false,false,a14R0000004sdQvIAI,DC Tax,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,false,false,false,false,false,false,false,true,false,a19R0000003TaGXIA0,,,DC Tax,,,,,,,true,14.9,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,a1cR0000004V0eEIAS,8,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,DC Tax,,,a1BR0000005Wn0pMAC
FON-Fedex Overnight(0-25 Pounds),a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,10,false,,,Fedex Overnight,false,false,a14R0000004sdQvIAI,Fedex Overnight,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,true,false,false,false,false,a19R0000003TaGYIA0,Pound,,Fedex Overnight - US Only,,,,25,,0,true,10,a14R0000004sdQuIAI,false,false,false,false,,,,,a1UR0000001uTMuMAM,a1VR0000002hwurMAA,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Fedex Overnight,,,a1BR0000005Wn0qMAC
FON-Fedex Overnight(25-100 pounds),a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,10,false,,,Fedex Overnight,false,false,a14R0000004sdQvIAI,Fedex Overnight,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,true,false,false,false,false,a19R0000003TaGYIA0,Pound,,Fedex Overnight - US Only,,,,100,,25,true,10,a14R0000004sdQuIAI,false,false,false,false,,,,,a1UR0000001uTMuMAM,a1VR0000002hwurMAA,,,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Fedex Overnight,,,a1BR0000005Wn0rMAC
FON - Socks,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,Super comfortable athletic socks,false,false,a14R0000004sdQvIAI,Socks,,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/mfQFokXM_team_socks_jpeg&bucket=fonteva-customer-media-secure,a14R0000004sdR1IAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,true,a19R0000003TaGZIA0,Pound,10,Socks,,,,,,,false,10,a14R0000004sdQuIAI,false,true,false,false,,,,,,,,a19R0000003TaGXIA0,,,,,,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Super comfortable athletic socks,,,a1BR0000005Wn0sMAC
VIP Registration,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",false,false,a14R0000004sdQvIAI,VIP Registration (test event),,,,,false,true,false,,,a0UR0000007qzjqMAA,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaEwIAK,,,VIP Registration (test event),,,,,,,false,200,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,a22R0000001k1D7IAI,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",,,a1BR0000005Wn0tMAC
Advanced Discussion,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,false,a14R0000004sdQoIAI,Advanced Discussion,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaExIAK,,,Advanced Discussion,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000zo0AIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,,,a1BR0000005Wn0uMAC
Beginner Workshop,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,false,a14R0000004sdQoIAI,Beginner Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaExIAK,,,Beginner Workshop,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000zo0BIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,,,a1BR0000005Wn0vMAC
Conferece Check In,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Please check in when you arrive at the symposium.</p>,false,false,a14R0000004sdQoIAI,Conference Check In,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaExIAK,,,Conference Check In,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000zo0CIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Please check in when you arrive at the symposium.</p>,,,a1BR0000005Wn0wMAC
Keynote Speech,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,false,a14R0000004sdQoIAI,Keynote Speech,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaExIAK,,,Keynote Speech,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000zo0DIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",,,a1BR0000005Wn0xMAC
Leadership Workshop,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,false,a14R0000004sdQoIAI,Leadership Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaExIAK,,,Leadership Workshop,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000zo0EIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Attend this session to sharpen your leadership skills.</p>,,,a1BR0000005Wn0yMAC
Luncheon,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,false,a14R0000004sdQoIAI,Luncheon,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaExIAK,,,Luncheon,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000zo0PIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,,,a1BR0000005Wn0zMAC
Round Table Discussion I,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion I,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaExIAK,,,Round Table Discussion I,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000zo0QIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,,,a1BR0000005Wn10MAC
Round Table Discussion II,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion II,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaExIAK,,,Round Table Discussion II,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000zo0RIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,,,a1BR0000005Wn11MAC
Luncheon,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,false,a14R0000004sdQoIAI,Luncheon,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFSIA0,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000znz9IAA,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,,,a1BR0000005Wn12MAC
Round Table Discussion I,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion I,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFSIA0,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000znzAIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,,,a1BR0000005Wn13MAC
Round Table Discussion II,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion II,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFSIA0,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000znzBIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,,,a1BR0000005Wn14MAC
Welcome Breakfast,a14R0000004sdRrIAI,false,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,false,false,a14R0000004sdQoIAI,Welcome Breakfast,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFSIA0,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,a1rR0000000znzCIAQ,,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,,,a1BR0000005Wn15MAC
Bronze Annual Symposium Sponsor Package,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Bronze Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFTIA0,,,Show off your association pride by sponsoring our annual symposium at the bronze level.,,,,,,,false,4000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a1yR0000002Jml1IAC,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005Wn16MAC
Gold Annual Symposium Sponsor Package,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFTIA0,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a1yR0000002Jml2IAC,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005Wn17MAC
Silver Annual Symposium Sponsor Package,a14R0000004sdRrIAI,false,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Silver Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFTIA0,,,Show off your association pride by sponsoring our annual symposium at the silver level.,,,,,,,false,6000,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,a1yR0000002Jml3IAC,,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,,,,a1BR0000005Wn18MAC
Full Conference Pass,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,Access all areas of the event including all sessions and exhibits.,false,false,a14R0000004sdQvIAI,Full Conference Pass (ctest),,,,,false,true,false,,,a0UR0000007qzjqMAA,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFUIA0,,,,,,,,,,false,100,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,a22R0000001k1DSIAY,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Access all areas of the event including all sessions and exhibits.,,,a1BR0000005Wn19MAC
VIP Registration,a14R0000004sdRrIAI,false,,RESERVED,,a0sR0000004M9vaIAC,0,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",false,false,a14R0000004sdQvIAI,VIP Registration (ctest),,,,,false,true,false,,,a0UR0000007qzjqMAA,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003TaFUIA0,,,,,,,,,,false,200,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,a22R0000001k1DTIAY,false,false,,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",,,a1BR0000005Wn1AMAS
