Name,EventApi__Adjustment_Account__c,EventApi__Allow_Conflicts__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Capacity__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Disable_Registration__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Enable_Waitlist__c,EventApi__End_Date_Time__c,EventApi__End_Date__c,EventApi__Event_Category__c,EventApi__Event__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Automatically_Added__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__Room__c,EventApi__SKU__c,EventApi__Session_End_Time__c,EventApi__Session_Start_Time__c,EventApi__Start_Date_Time__c,EventApi__Start_Date__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,EventApi__AR_Account__c,EventApi__Hide_During_Registration__c,EventApi__Invoice_Payment_Priority__c,EventApi__Required_for_Registration__c,Errors,Id
Keynote Speech,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,a14R0000004sdQoIAI,Keynote Speech,false,false,false,2026-07-03T19:00:00.000+0000,2026-07-03,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFPIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,11:00 AM,2026-07-03T18:00:00.000+0000,2026-07-03,,TEST with Vishal 2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znyyIAA
Leadership Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2026-07-04T00:00:00.000+0000,2026-07-03,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFPIA0,,,25,4000,0,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2026-07-03T23:00:00.000+0000,2026-07-03,,TEST with Vishal 2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znyzIAA
Luncheon,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a14R0000004sdQoIAI,Luncheon,false,false,false,2026-07-04T20:15:00.000+0000,2026-07-04,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFPIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,1:15 PM,12:00 PM,2026-07-04T19:00:00.000+0000,2026-07-04,,TEST with Vishal 2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz0IAA
Round Table Discussion I,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a14R0000004sdQoIAI,Round Table Discussion I,false,false,true,2026-07-03T22:30:00.000+0000,2026-07-03,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFPIA0,,,,1000,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 PM,2:00 PM,2026-07-03T21:00:00.000+0000,2026-07-03,,TEST with Vishal 2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz1IAA
Round Table Discussion II,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Round Table Discussion II,false,false,true,2026-07-04T23:15:00.000+0000,2026-07-04,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFPIA0,,,,4000,0,a14R0000004sdQuIAI,false,false,,,,,,4:15 PM,3:00 PM,2026-07-04T22:00:00.000+0000,2026-07-04,,TEST with Vishal 2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz2IAA
Welcome Breakfast,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a14R0000004sdQoIAI,Welcome Breakfast,false,false,false,2026-07-03T18:00:00.000+0000,2026-07-03,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFPIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2026-07-03T17:00:00.000+0000,2026-07-03,,TEST with Vishal 2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz3IAA
Advanced Discussion,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a14R0000004sdQoIAI,Advanced Discussion,false,false,true,2022-07-14T18:00:00.000+0000,2022-07-14,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFSIA0,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,1:00 PM,11:00 AM,2022-07-14T16:00:00.000+0000,2022-07-14,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz4IAA
Beginner Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,true,2022-07-14T16:00:00.000+0000,2022-07-14,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFSIA0,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2022-07-14T15:00:00.000+0000,2022-07-14,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz5IAA
Conferece Check In,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Please check in when you arrive at the symposium.</p>,true,a14R0000004sdQoIAI,Conference Check In,false,false,false,2022-07-13T17:00:00.000+0000,2022-07-13,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFSIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,9:00 AM,2022-07-13T14:00:00.000+0000,2022-07-13,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz6IAA
Keynote Speech,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,a14R0000004sdQoIAI,Keynote Speech,false,false,false,2022-07-13T17:00:00.000+0000,2022-07-13,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFSIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,11:00 AM,2022-07-13T16:00:00.000+0000,2022-07-13,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz7IAA
Leadership Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2022-07-13T22:00:00.000+0000,2022-07-13,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFSIA0,,,25,4000,0,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2022-07-13T21:00:00.000+0000,2022-07-13,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz8IAA
Luncheon,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a14R0000004sdQoIAI,Luncheon,false,false,false,2022-07-14T18:15:00.000+0000,2022-07-14,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFSIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,1:15 PM,12:00 PM,2022-07-14T17:00:00.000+0000,2022-07-14,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znz9IAA
Round Table Discussion I,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a14R0000004sdQoIAI,Round Table Discussion I,false,false,true,2022-07-13T20:30:00.000+0000,2022-07-13,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFSIA0,,,,1000,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 PM,2:00 PM,2022-07-13T19:00:00.000+0000,2022-07-13,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzAIAQ
Round Table Discussion II,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Round Table Discussion II,false,false,true,2022-07-14T21:15:00.000+0000,2022-07-14,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFSIA0,,,,4000,0,a14R0000004sdQuIAI,false,false,,,,,,4:15 PM,3:00 PM,2022-07-14T20:00:00.000+0000,2022-07-14,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzBIAQ
Welcome Breakfast,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a14R0000004sdQoIAI,Welcome Breakfast,false,false,false,2022-07-13T16:00:00.000+0000,2022-07-13,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFSIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2022-07-13T15:00:00.000+0000,2022-07-13,,test2,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzCIAQ
Advanced Discussion,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a14R0000004sdQoIAI,Advanced Discussion,false,false,true,2026-07-22T18:00:00.000+0000,2026-07-22,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFVIA0,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,1:00 PM,11:00 AM,2026-07-22T16:00:00.000+0000,2026-07-22,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzDIAQ
Beginner Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,true,2026-07-22T16:00:00.000+0000,2026-07-22,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFVIA0,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2026-07-22T15:00:00.000+0000,2026-07-22,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzEIAQ
Conference Check-In,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Please check-in when you arrive at the symposium.</p>,true,a14R0000004sdQoIAI,Conference Check-In,false,false,false,2026-07-21T17:00:00.000+0000,2026-07-21,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFVIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,9:00 AM,2026-07-21T14:00:00.000+0000,2026-07-21,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzFIAQ
Keynote Speech,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",false,a14R0000004sdQoIAI,Keynote Speech,false,false,false,2026-07-21T17:00:00.000+0000,2026-07-21,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFVIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,11:00 AM,2026-07-21T16:00:00.000+0000,2026-07-21,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzGIAQ
Leadership Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2026-07-21T22:00:00.000+0000,2026-07-21,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFVIA0,,,25,4000,0,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2026-07-21T21:00:00.000+0000,2026-07-21,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzHIAQ
Luncheon,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a14R0000004sdQoIAI,Luncheon,false,false,false,2026-07-22T18:15:00.000+0000,2026-07-22,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFVIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,1:15 PM,12:00 PM,2026-07-22T17:00:00.000+0000,2026-07-22,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzIIAQ
Round Table Discussion I,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a14R0000004sdQoIAI,Round Table Discussion I,false,false,true,2026-07-21T20:30:00.000+0000,2026-07-21,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFVIA0,,,,1000,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 PM,2:00 PM,2026-07-21T19:00:00.000+0000,2026-07-21,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzJIAQ
Conference Check-In,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Please check-in when you arrive at the symposium.</p>,true,a14R0000004sdQoIAI,Conference Check-In,false,false,false,2026-08-12T17:00:00.000+0000,2026-08-12,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFYIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,9:00 AM,2026-08-12T14:00:00.000+0000,2026-08-12,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzKIAQ
Keynote Speech,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",false,a14R0000004sdQoIAI,Keynote Speech,false,false,false,2026-08-12T17:00:00.000+0000,2026-08-12,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFYIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,12:00 PM,11:00 AM,2026-08-12T16:00:00.000+0000,2026-08-12,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzLIAQ
Round Table Discussion II,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Round Table Discussion II,false,false,true,2026-07-22T21:15:00.000+0000,2026-07-22,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFVIA0,,,,4000,0,a14R0000004sdQuIAI,false,false,,,,,,4:15 PM,3:00 PM,2026-07-22T20:00:00.000+0000,2026-07-22,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzMIAQ
Welcome Breakfast,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,true,a14R0000004sdQoIAI,Welcome Breakfast,false,false,false,2026-07-21T16:00:00.000+0000,2026-07-21,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFVIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2026-07-21T15:00:00.000+0000,2026-07-21,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzNIAQ
Advanced Discussion,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,a14R0000004sdQoIAI,Advanced Discussion,false,false,true,2026-08-13T18:00:00.000+0000,2026-08-13,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFYIA0,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,1:00 PM,11:00 AM,2026-08-13T16:00:00.000+0000,2026-08-13,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzOIAQ
Beginner Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,a14R0000004sdQoIAI,Beginner Workshop,false,false,true,2026-08-13T16:00:00.000+0000,2026-08-13,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFYIA0,,,25,5000,0,a14R0000004sdQuIAI,false,false,,,,,,11:00 AM,10:00 AM,2026-08-13T15:00:00.000+0000,2026-08-13,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzPIAQ
Leadership Workshop,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,a14R0000004sdQoIAI,Leadership Workshop,false,false,true,2026-08-12T22:00:00.000+0000,2026-08-12,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFYIA0,,,25,4000,0,a14R0000004sdQuIAI,false,false,,,,,,5:00 PM,4:00 PM,2026-08-12T21:00:00.000+0000,2026-08-12,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzQIAQ
Luncheon,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,a14R0000004sdQoIAI,Luncheon,false,false,false,2026-08-13T18:15:00.000+0000,2026-08-13,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFYIA0,,,,7000,0,a14R0000004sdQuIAI,false,false,,,,,,1:15 PM,12:00 PM,2026-08-13T17:00:00.000+0000,2026-08-13,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzRIAQ
Round Table Discussion I,a14R0000004sdRrIAI,true,,a0sR0000004M9vaIAC,0,,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,a14R0000004sdQoIAI,Round Table Discussion I,false,false,true,2026-08-12T20:30:00.000+0000,2026-08-12,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFYIA0,,,,1000,0,a14R0000004sdQuIAI,false,false,,,,,,3:30 PM,2:00 PM,2026-08-12T19:00:00.000+0000,2026-08-12,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzSIAQ
Round Table Discussion II,a14R0000004sdRrIAI,false,,a0sR0000004M9vaIAC,0,,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,a14R0000004sdQoIAI,Round Table Discussion II,false,false,true,2026-08-13T21:15:00.000+0000,2026-08-13,a1gR0000002ZuCWIA0,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQuIAI,,false,false,false,false,false,a19R0000003TaFYIA0,,,,4000,0,a14R0000004sdQuIAI,false,false,,,,,,4:15 PM,3:00 PM,2026-08-13T20:00:00.000+0000,2026-08-13,,ctest,a14R0000004sdQpIAI,false,,false,,a1rR0000000znzTIAQ
