Name,OrderApi__Adjustment_Account__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Business_Group__c,OrderApi__Cost__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Price_Rules__c,OrderApi__Disable_Scheduling__c,OrderApi__Discount_Account__c,OrderApi__Display_Name__c,OrderApi__Download_File_Location__c,OrderApi__Download_File_Name__c,OrderApi__Download_File_Type__c,OrderApi__EAN__c,OrderApi__Enable_Access_Permissions__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Shipping__c,OrderApi__Features_List__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Form__c,OrderApi__ISBN__c,OrderApi__Image_Path__c,OrderApi__Income_Account__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Default_Shipping_Rate__c,OrderApi__Is_Default_Tax_Rate__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Item_Class__c,OrderApi__Item_Weight_UOM__c,OrderApi__Item_Weight__c,OrderApi__Line_Description__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Maximum_Number_of_Downloads__c,OrderApi__Maximum_Value__c,OrderApi__Maximum_Weight__c,OrderApi__Minimum_Value__c,OrderApi__Minimum_Weight__c,OrderApi__Not_For_Individual_Sale__c,OrderApi__Price__c,OrderApi__Refund_Account__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Restrict_Number_of_Assignments__c,OrderApi__Restrict_Number_of_Downloads__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__SKU__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Region__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Tax_Class__c,OrderApi__Tax_Locale__c,OrderApi__Tax_Percent__c,OrderApi__UPC__c,EventApi__Event__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ProgramApi__Is_Program_Fee__c,ProgramApi__Is_Program_Maintenance_Fee__c,OrderApi__Require_PreAuthorized_Payment__c,OrderApi__AR_Account__c,OrderApi__Invoice_Payment_Priority__c,OrderApi__Add_to_Cart_Button_Label_Override__c,OrderApi__Add_to_Cart_Button_Override__c,OrderApi__Assignment_Instructions__c,OrderApi__Enable_Cancellation_Request__c,OrderApi__Enable_MidTerm_Changes__c,OrderApi__Inventory_Message__c,OrderApi__Inventory__c,OrderApi__Parent_Item__c,OrderApi__Renewal_Form__c,OrderApi__eStore_Description__c,OrderApi__eStore_Short_Description__c,Errors,Id
Advanced Discussion,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,false,a14R0000004sdQoIAI,Advanced Discussion,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta49IAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,,,a1BR0000005WjU1MAK
Beginner Workshop,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,false,a14R0000004sdQoIAI,Beginner Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta49IAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,,,a1BR0000005WjU2MAK
Conference Check-In,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Please check-in when you arrive at the symposium.</p>,false,false,a14R0000004sdQoIAI,Conference Check-In,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta49IAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Please check-in when you arrive at the symposium.</p>,,,a1BR0000005WjU3MAK
Keynote Speech,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",false,false,a14R0000004sdQoIAI,Keynote Speech,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta49IAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"<p>Attend our Keynote Speech for inspiration from Bob Kelley, Vice President of ABC Corporation.</p>",,,a1BR0000005WjU4MAK
Leadership Workshop,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,false,a14R0000004sdQoIAI,Leadership Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta49IAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Attend this session to sharpen your leadership skills.</p>,,,a1BR0000005WjU5MAK
Luncheon,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,false,a14R0000004sdQoIAI,Luncheon,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta49IAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,,,a1BR0000005WjUrMAK
Round Table Discussion I,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion I,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta49IAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,,,a1BR0000005WjUsMAK
Round Table Discussion II,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,false,a14R0000004sdQoIAI,Round Table Discussion II,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta49IAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,,,a1BR0000005WjUtMAK
Welcome Breakfast,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,false,false,a14R0000004sdQoIAI,Welcome Breakfast,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta49IAC,,,,,,,,,,false,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,,,a1BR0000005WjUuMAK
FON-Advanced Discussion,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,"Join marketing experts in this session as they discuss the state of marketing automation solutions. If you want to learn how to get the most bang for your marketing buck, this session is for you!",false,false,a14R0000004sdQvIAI,Advanced Discussion (FON-Annual Conference (Lightning Event)),,,,,false,true,false,,,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4pIAC,,,Advanced Discussion,,,,,,,false,25,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1xOIAS,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Join marketing experts in this session as they discuss the state of marketing automation solutions. If you want to learn how to get the most bang for your marketing buck, this session is for you!",,,a1BR0000005WjUvMAK
FON-Roundtable Discussion,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,Join the Team Leaders for a discussion on exciting developments and roadmap of the organization.,false,false,a14R0000004sdQvIAI,Roundtable Discussion (FON-Annual Conference (Lightning Event)),,,,,false,true,false,,,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4pIAC,,,Roundtable Discussion,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1xOIAS,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Join the Team Leaders for a discussion on exciting developments and roadmap of the organization.,,,a1BR0000005WjUwMAK
FON-Luncheon,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,Join us for a lunch in the Grand Ballroom featuring the music of The Strings.,false,false,a14R0000004sdQvIAI,Luncheon (FON-Annual Conference (Lightning Event)),,,,,false,true,false,,,,,https://automation-images.s3.amazonaws.com/Thumbnail.jpg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4pIAC,,,Luncheon,,,,,,,false,0,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1xOIAS,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Join us for a lunch in the Grand Ballroom featuring the music of The Strings.,,,a1BR0000005WjUxMAK
FON-Silver Annual Conference Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Silver Annual Conference Sponsor Package,false,false,a14R0000004sdQvIAI,Silver Annual Conference Sponsor Package (2016 Annual Conference),,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Show off your association pride by sponsoring our annual conference at the silver level.,,,,,,,false,7500,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Silver Annual Conference Sponsor Package,,FIELD_CUSTOM_VALIDATION_EXCEPTION:Field Required:OrderApi__Item_Class__c --,
FON-Bronze Annual Conference Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Bronze Annual Conference Sponsor Package,false,false,a14R0000004sdQvIAI,Bronze Annual Conference Sponsor Package (2016 Annual Conference),,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,,,,Show off your association pride by sponsoring our annual conference at the bronze level.,,,,,,,false,5000,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Bronze Annual Conference Sponsor Package,,FIELD_CUSTOM_VALIDATION_EXCEPTION:Field Required:OrderApi__Item_Class__c --,
FON-Gold Annual Conference Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Gold Annual Conference Sponsor Package,false,false,a14R0000004sdQvIAI,Gold Annual Conference Sponsor Package (FON-Annual Conference (Lightning Event)),,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/TZLsNWhH_sponsor_us_jpg&bucket=fonteva-customer-media-secure,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4qIAC,,,Show off your association pride by sponsoring our annual conference at the gold level.,,,,,,,false,10000,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1xOIAS,a1yR0000002JlrpIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Gold Annual Conference Sponsor Package,,,a1BR0000005WjUyMAK
FON-Silver Annual Conference Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,,false,false,a14R0000004sdQvIAI,Silver Annual Conference Sponsor Package (FON-Annual Conference (Lightning Event)),,,,,false,false,false,,,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4qIAC,,,Show off your association pride by sponsoring our annual conference at the silver level!!,,,,,,,false,7500,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1xOIAS,a1yR0000002JlrqIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Silver Annual Conference Sponsor Package,,,a1BR0000005WjUzMAK
FON-Bronze Annual Conference Sponsor Package,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,Bronze Annual Conference Sponsor Package,false,false,a14R0000004sdQvIAI,Bronze Annual Conference Sponsor Package (FON-Annual Conference (Lightning Event)),,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/TZLsNWhH_sponsor_us_jpg&bucket=fonteva-customer-media-secure,a14R0000004sdR0IAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta4qIAC,,,Show off your association pride by sponsoring our annual conference at the bronze level.,,,,,,,false,5000,a14R0000004sdR0IAI,false,false,false,false,,,,,,,,,,,,a1mR0000001R1xOIAS,a1yR0000002JlrrIAC,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,Bronze Annual Conference Sponsor Package,,,a1BR0000005WjV0MAK
FON-Baseball Hat,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,One size fits all.,false,false,a14R0000004sdQvIAI,Baseball Hat,,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/WCREBpnY_baseball_cap_cotton_solid_mint_1_jpg&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a19R0000003Ta5DIAS,Pound,10,Baseball Hat,,,,,,,false,25,a14R0000004sdQuIAI,false,true,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,1,,,,false,false,,,false,,<p>One size fits all.</p>,,,a1BR0000005WjV1MAK
FON-Student Membership,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,"Affiliation with a professional association is a boon to your resume. We know from over a decade of recent experience that employers and clients prefer to hire and retain candidates who demonstrate a tangible commitment to their personal development, who are involved in community activities and who advance their career through education. Members tell us that they prefer to work with employers and clients who value their professionalism ? they get the chance to do a better job, often at better rates. That rate increase alone more than pays the membership fee.  For over a decade we have built a reputation for promoting professionalism in the networking industry. When you join, you buy a piece of that reputation and the opportunity to enhance it by getting involved. It is expected that, as a member, you will make efforts to enhance that reputation further, so that your Association is seen over time to contain the best people there are in Networking.",false,false,a14R0000004sdQvIAI,Student Membership,,,,,false,false,false,,,,,https://fonteva-customer-media.s3.amazonaws.com/00D30000000ndogEAA/JVyxEWZP_ItemMembership.jpg,a14R0000004sdQyIAI,,true,false,false,false,false,false,false,false,false,false,true,false,false,false,a19R0000003Ta5GIAS,,,Student Membership,,,,,,,false,45,a14R0000004sdQyIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Affiliation with a professional association is a boon to your resume. We know from over a decade of recent experience that employers and clients prefer to hire and retain candidates who demonstrate a tangible commitment to their personal development, who are involved in community activities and who advance their career through education. Members tell us that they prefer to work with employers and clients who value their professionalism ? they get the chance to do a better job, often at better rates. That rate increase alone more than pays the membership fee.  For over a decade we have built a reputation for promoting professionalism in the networking industry. When you join, you buy a piece of that reputation and the opportunity to enhance it by getting involved. It is expected that, as a member, you will make efforts to enhance that reputation further, so that your Association is seen over time to contain the best people there are in Networking.",,FIELD_CUSTOM_VALIDATION_EXCEPTION:A default subscription plan is required on an item of type subscription for the item to be active.:OrderApi__Is_Active__c --,
FON-Certification Application Fee,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,75,false,,,"Apply to be a certified person and earn the respect of your peers. This certification is important for your career, and this application is the first step to earning your certification.",false,false,a14R0000004sdQvIAI,Certification Application Fee,,,,,false,false,false,,,a0UR0000007qzjwMAA,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/ejVYXWfH_certification_application_fee_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a19R0000003Ta5IIAS,,,Certification Application Fee,,,,,,,false,75,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Apply to be a certified person and earn the respect of your peers. This certification is important for your career, and this application is the first step to earning your certification.",,,a1BR0000005WjV2MAK
FON-Accreditation Application Fee,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,100,false,,,"Accreditation is a voluntary process that recognizes PATH Intl. Centers that have met established industry standards. The accreditation process is a peer review system in which trained volunteers visit and review centers in accordance with PATH Intl. standards. A center that meets the accreditation requirements based on the administrative, facility, program and applicable special interest standards becomes a PATH Intl. Premier Accredited Center for a period of five years.",false,false,a14R0000004sdQvIAI,Accreditation Application Fee,,,,,false,false,false,,,a0UR0000007qzjwMAA,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/gYNHQhPL_accreditation_jpg&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a19R0000003Ta5IIAS,,,Accreditation Application Fee,,,,,,,false,100,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Accreditation is a voluntary process that recognizes PATH Intl. Centers that have met established industry standards. The accreditation process is a peer review system in which trained volunteers visit and review centers in accordance with PATH Intl. standards. A center that meets the accreditation requirements based on the administrative, facility, program and applicable special interest standards becomes a PATH Intl. Premier Accredited Center for a period of five years.",,,a1BR0000005WjV3MAK
FON-Fonteva Stylus Pens (10),a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,"Dude, everyone needs a pen. And this one is also a stylus. Just go ahead and add these to your cart, you can thank us later. *Tax included",false,false,a14R0000004sdQvIAI,Fonteva Stylus Pens (10),,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/MjTuHnMh_Notepad_jpg&bucket=fonteva-customer-media-secure,a14R0000004sdR1IAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,true,a19R0000003Ta5DIAS,Pound,1,Fonteva Stylus Pens (10),,,,,,,false,5,a14R0000004sdQuIAI,false,true,false,false,,,,,,,,a19R0000003Ta5BIAS,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Dude, everyone needs a pen. And this one is also a stylus. Just go ahead and add these to your cart, you can thank us later. *Tax included",,,a1BR0000005WjV4MAK
FON-Fonteva T-Shirt - Mens,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,"The softest t-shirt you?ll ever buy. Get one for every day of the week. (65% Polyester ? 35% Cotton, Crew Neck) *Tax included",false,false,a14R0000004sdQvIAI,Fonteva T-Shirt - Mens,,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/RoQfMZZi_men_shirt_jpg&bucket=fonteva-customer-media-secure,a14R0000004sdR1IAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,true,a19R0000003Ta5DIAS,Pound,1,Fonteva T-Shirt - Mens,,,,,,,false,15,a14R0000004sdQuIAI,false,true,false,false,,,,,,,,a19R0000003Ta5BIAS,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"The softest t-shirt you?ll ever buy. Get one for every day of the week. (65% Polyester ? 35% Cotton, Crew Neck) *Tax included",,,a1BR0000005WjV5MAK
FON-Fonteva T-Shirt - Womens,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,"Dress for the job you want with this light weight t-shirt. (60% Cotton ? 40% Polyester, V-Neck) *Tax included",false,false,a14R0000004sdQvIAI,Fonteva T-Shirt - Womens,,,,,false,false,false,,,,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/rAsslKsq_Womens_shirt_png&bucket=fonteva-customer-media-secure,a14R0000004sdR1IAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,true,a19R0000003Ta5DIAS,Pound,1,Fonteva T-Shirt - Womens,,,,,,,false,15,a14R0000004sdQuIAI,false,true,false,false,,,,,,,,a19R0000003Ta5BIAS,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"Dress for the job you want with this light weight t-shirt. (60% Cotton ? 40% Polyester, V-Neck) *Tax included",,,a1BR0000005WjV6MAK
FON-Visor,a14R0000004sdRrIAI,,,,a0sR0000004M9vaIAC,0,false,,,"Are you rocking a man bun, Mohawk, or bleached spikes? You need some headwear that won't ruin your do. Get your Fonteva visor today. Hair glue not included. *Tax included",false,false,a14R0000004sdQvIAI,Fonteva Visor - Blue,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D6A0000039vRfUAI/iukhnqAR_visor_jpg,a14R0000004sdR1IAI,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a19R0000003Ta5DIAS,Pound,1,Fonteva Visor - Blue,,,,,,,false,10,a14R0000004sdQuIAI,false,true,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,"<p>Are you rocking a man bun, Mohawk, or bleached spikes? You need some headwear that won&#39;t ruin your do. Get your Fonteva visor today. Hair glue not included. *Tax included</p>",,,a1BR0000005WjV7MAK
Leadership Workshop,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,false,a14R0000004sdQoIAI,Leadership Workshop (TEST),,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3fIAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>Attend this session to sharpen your leadership skills.</p>,,,a1BR0000005WjV8MAK
Beginner Workshop,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,false,false,a14R0000004sdQoIAI,Beginner Workshop (TEST),,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3fIAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>New around here? Check out our Beginner Workshop to get a feel for what we are all about and meet more people like you!</p>,,,a1BR0000005WjV9MAK
Advanced Discussion,a14R0000004sdRrIAI,,EventApi__Attendee__c,,a0sR0000004M9vaIAC,0,false,,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,false,false,a14R0000004sdQoIAI,Advanced Discussion (TEST),,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a14R0000004sdQuIAI,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a19R0000003Ta3fIAC,,,,,,,,,,false,25,a14R0000004sdQuIAI,false,false,false,false,,,,,,,,,,,,,,,false,false,false,a14R0000004sdQpIAI,,,,,false,false,,,false,,<p>The Advanced Discussion is where industry leaders come together and brainstorm new ideas.</p>,,,a1BR0000005WjVAMA0
